,Parameter Source Pipeline,Detection Pipeline(s),TIC ID,Full TOI ID,TOI Disposition,TIC Right Ascension,TIC Declination,TIC Right Ascension 2015.5,TIC Declination 2015.5,TMag Value,TMag Uncertainty,Orbital Epoch Value,Epoch Uncertainty,Orbital Period (days) Value,Orbital Period Uncertainty,Transit Duration (hours) Value,Transit Duration (hours) Uncertainty,Transit Depth Value,Transit Depth Uncertainty,Sectors,Public Comment,Surface Gravity Value,Surface Gravity Uncertainty,Planet Number,Star Radius Value,Star Radius Uncertainty,Planet Radius Value,Planet Radius Uncertainty,Planet Equilibrium Temperature (K) Value,Effective Temperature Value,Effective Temperature Uncertainty,Effective Stellar Flux Value,Signal-to-noise,Centroid Offset,Master,SG1a,SG1b,SG2,SG3,SG4,SG5,Alerted,Updated,ID,ra,dec,pmRA,pmDEC,Tmag,objType,typeSrc,version,HIP,TYC,UCAC,TWOMASS,SDSS,ALLWISE,GAIA,APASS,KIC,POSflag,e_pmRA,e_pmDEC,PMflag,plx,e_plx,PARflag,gallong,gallat,eclong,eclat,Bmag,e_Bmag,Vmag,e_Vmag,umag,e_umag,gmag,e_gmag,rmag,e_rmag,imag,e_imag,zmag,e_zmag,Jmag,e_Jmag,Hmag,e_Hmag,Kmag,e_Kmag,TWOMflag,prox,w1mag,e_w1mag,w2mag,e_w2mag,w3mag,e_w3mag,w4mag,e_w4mag,GAIAmag,e_GAIAmag,e_Tmag,TESSflag,SPFlag,Teff,e_Teff,logg,e_logg,MH,e_MH,rad,e_rad,mass,e_mass,rho,e_rho,lumclass,lum,e_lum,d,e_d,ebv,e_ebv,numcont,contratio,disposition,duplicate_id,priority,eneg_EBV,epos_EBV,EBVflag,eneg_Mass,epos_Mass,eneg_Rad,epos_Rad,eneg_rho,epos_rho,eneg_logg,epos_logg,eneg_lum,epos_lum,eneg_dist,epos_dist,distflag,eneg_Teff,epos_Teff,TeffFlag,gaiabp,e_gaiabp,gaiarp,e_gaiarp,gaiaqflag,starchareFlag,VmagFlag,BmagFlag,splists,e_RA,e_Dec,RA_orig,Dec_orig,e_RA_orig,e_Dec_orig,raddflag,wdflag,dstArcSec,qld_a,qld_b,i,M_planet [ME],K_RV [m/s],TSM,ESM,Stellar Insolation [ergs/cm^2/s],Stellar Insolation [Earth Units],Sectors_Observed,Cameras,CCDs,EdgeWarn
400,qlp-s62-faintsearch,FAINT,445522339,6493.01,PC,112.9814094,-49.1347574,112.981285252,-49.134121439,12.48,0.008,3007.9490219,0.0015254,3.0667073,6.7e-06,1.486,0.287,3497.0,242.685,"7,8,34,35,61,62,87,88,89",found in faint-star QLP search,4.68,0.01,1,0.57,0.02,3.39378,0.171446,687.0,3808.0,157.0,37.0044,21.0,False,2,4,2,2,4,4,4,2023-06-15 21:37:44.629105+00:00,2024-08-22 15:41:09.420339+00:00,445522339,112.981409362819,-49.1347574427075,-18.8602,147.717,12.4802,STAR,tmgaia2,20190415,,,205-013714,07315553-4908051,,J073155.51-490803.5,5505926113861515392,22421934,,tmgaia2,0.0379634,0.0327901,gaia2,9.53899,0.0193473,gaia2,261.332692764015,-14.0342538889655,135.409333677888,-68.9789033341481,15.716,0.008,14.165,0.114,,,,,,,,,,,11.211,0.026,10.56,0.023,10.343,0.019,AAA-222-111-000-0-0,,10.307,0.023,10.251,0.023,10.124,0.046,8.91,,13.4778,0.001188,0.00776161,cdwrf,cdwrf,3808.0,157.0,4.67926,0.00997389,,,0.567062,0.0167427,0.560346,0.0202209,3.07301,0.161512,DWARF,0.06091771,0.0137060834,104.516,0.213,0.0410285,0.01022528,298.0,0.05134543,,,0.001809595,0.0141137,0.00633686,schlegel,,,,,,,,,,,0.213,0.213,bj2018,,,cdwrf,14.4538,0.005326,12.4953,0.003047,1,,ucac4,apassdr9,cooldwarfs_v8,0.647206126349948,0.508559977882687,112.981285251784,-49.1341214390372,0.016236986125921,0.0178520451807718,1,0,0.0,0.2581,0.3609,1.5707963267948966,11.42975229020736,7.401627216690857,58.399341420917835,,71490947.20863189,52.33903672000282,9.0,"3,3,3,3,3,3,3,3,3","4,3,4,3,4,3,4,4,3","0,0,0,0,0,0,0,0,0"
401,qlp-s62-faintsearch,FAINT,47143972,6492.01,PC,145.0122981,-10.9772143,145.01208721,-10.9771677935,14.299,0.007,2262.1236999,9.4e-06,731.8319734,8e-07,2.747,0.004,46413.0,396.831,"8,35,62,89,99",found in faint-star QLP search; period likely shorter,4.7,0.01,1,0.54,0.02,12.4424,0.397706,55.0,3556.0,157.0,0.00158664,15.0,False,3,4,3,3,4,4,4,2023-06-15 21:37:44.525313+00:00,2024-08-22 15:41:09.420339+00:00,47143972,145.012298081137,-10.9772143304911,-48.0803,10.8086,14.2991,STAR,tmgaia2,20190415,,,396-048196,09400295-1058379,,J094002.91-105837.8,5691969322433113984,5998475,,tmgaia2,0.0959938,0.100717,gaia2,4.6382,0.0653919,gaia2,245.779518674161,29.9685105416697,151.27908166625,-23.4918030976027,17.875,-0.141,16.35,0.16,,,,,,,,,,,12.897,0.026,12.285,0.032,12.034,0.027,AAA-222-111-000-0-0,,11.886,0.023,11.813,0.023,11.639,0.238,8.672,,15.433,0.000828,0.00748897,cdwrf,cdwrf,3556.0,157.0,4.69892,0.010597,,,0.544241,0.0172154,0.540045,0.0209888,3.35009,0.187987,DWARF,0.0426701568,0.0102889808,214.326,3.027,0.0169561,0.004432065,72.0,0.0213269386,,,0.000252347119,0.00378636,0.00507777,panstarrs,,,,,,,,,,,2.985,3.069,bj2018,,,cdwrf,16.6278,0.006767,14.3389,0.002076,1,,ucac4,apassdr9,cooldwarfs_v8,1.49563667695194,1.5619993506423,145.012087210429,-10.9771677935355,0.0512905311198188,0.0525985886190809,1,0,0.0,0.2125,0.3984,1.5707963267948966,,,,,34673.46178726332,0.025384690797243648,5.0,"1,1,1,1,1","2,1,1,1,2","0,0,0,0,0"
402,qlp-s63-faintsearch,FAINT,45881495,6499.01,PC,149.6376898,-37.7075278,149.637653932,-37.707584254,14.633,0.007,3024.2146023,0.0019577,9.0441543,3.95e-05,1.196,0.177,25006.0,3129.93,"9,35,36,62,63,89,90,99",found in faint-star QLP search,4.68,0.01,1,0.57,0.02,10.2153,0.673387,319.0,3642.0,157.0,1.72908,10.0,False,3,4,3,3,4,4,4,2023-06-15 21:44:30.164820+00:00,2024-08-22 15:41:09.420339+00:00,45881495,149.637689808657,-37.7075277599154,-6.59231,-13.1212,14.6334,STAR,tmgaia2,20190415,,,262-049608,09583305-3742270,,J095833.04-374227.2,5433739632145676288,18190220,,tmgaia2,0.0471923,0.0660869,gaia2,3.8062,0.0453803,gaia2,269.063155031379,13.5442037048505,169.736644936466,-46.0734683777622,17.691,0.162,16.517,0.08,,,,,,,,,,,13.269,0.026,12.576,0.024,12.331,0.023,AAA-222-111-000-0-0,,12.269,0.024,12.215,0.023,12.034,0.243,8.413,,15.7102,0.000419,0.00734508,cdwrf,cdwrf,3642.0,157.0,4.67962,0.0107339,,,0.566649,0.0174694,0.559986,0.020689,3.07776,0.1712,DWARF,0.0508958921,0.0119739547,260.803,3.1105,0.0414739,0.0003826245,280.0,0.03766563,,,0.000229696525,0.000379261,0.000385988,schlegel,,,,,,,,,,,3.074,3.147,bj2018,,,cdwrf,16.8248,0.004017,14.663,0.001412,1,,ucac4,bpbj,cooldwarfs_v8,0.773375836063911,1.0248805839572,149.637653932019,-37.7075842539769,0.0255874487111056,0.0330686769940875,1,0,0.0,0.2125,0.3984,1.5707963267948966,74.22414513873208,33.531768035216665,57.028071803457195,,14129130.743191937,10.344038254683454,8.0,"2,2,2,2,2,2,2,2","1,2,1,2,1,2,1,1","0,0,0,0,0,0,0,0"
403,qlp-s63-faintsearch,FAINT,356921678,6524.01,PC,135.5571397,-62.6470234,135.557035636,-62.6470578062,14.478,0.007,3039.9916767,0.0003559,0.8515408,5e-07,0.648,0.076,51018.0,6902.48,"9,10,11,35,36,37,62,63,64,89,90",found in faint-star QLP search,4.7,0.01,1,0.54,0.02,16.072,0.914562,689.0,3254.0,157.0,37.4851,53.0,False,3,4,3,3,4,4,4,2023-06-15 21:44:34.016746+00:00,2024-08-22 15:41:09.420339+00:00,356921678,135.557139661257,-62.6470234437084,-11.1011,-7.98096,14.478,STAR,tmgaia2,20190415,,,,09021372-6238492,,J090213.70-623849.3,5297983932199904000,,,tmgaia2,0.177975,0.140214,gaia2,4.96256,0.080741,gaia2,279.766716794515,-10.6085778191038,190.048735578579,-70.5399442851061,18.862,0.164,,,,,,,,,,,,,12.738,0.026,12.163,0.022,11.914,0.024,AAA-222-111-000-0-0,,11.814,0.023,11.651,0.021,11.275,0.097,9.334,,15.805,0.000922,0.00743859,cdwrf,cdwrf,3254.0,157.0,4.70268,0.0106233,,,0.539884,0.0172224,0.536065,0.0210891,3.40656,0.192282,DWARF,0.0294418987,0.00760576129,200.435,3.2695,0.0430577,0.000603202,621.0,0.0556578,,,0.000448532635,0.000594977,0.000611427,schlegel,,,,,,,,,,,3.217,3.322,bj2018,,,cdwrf,17.4136,0.008368,14.5616,0.001812,1,,,bpbj,cooldwarfs_v8,3.23014828581872,2.17451488276034,135.557035636401,-62.6470578062139,0.0740974108975539,0.0721678103951013,1,0,0.0,0.171,0.4514,1.5707963267948966,40173.402818854905,41071.81041397081,1.1147151397003692,,196451348.0338761,143.82344506407136,11.0,"3,3,3,3,3,3,3,3,3,3,3","4,3,3,4,4,3,4,4,3,4,4","0,0,0,0,0,0,0,0,0,0,0"
404,qlp-s63-faintsearch,FAINT,382187347,6521.01,PC,81.2376173,-57.0354705,81.237584742,-57.0354766653,14.92,0.008,3033.08159,0.0009768,3.581253,5.9e-06,1.874,0.102,41493.0,1793.79,"1,2,3,4,5,6,7,8,9,10,11,12,13,27,28,29,30,31,32,33,34,36,37,38,39,61,62,63,64,65,66,67,68,69,87,88,89,90,93,94,95,96,97,98",found in faint-star QLP search,4.66,0.01,1,0.58,0.02,12.2522,0.489378,661.0,3873.0,157.0,31.7588,40.0,False,3,4,3,3,4,4,4,2023-06-15 21:44:33.588082+00:00,2024-08-22 15:41:09.420339+00:00,382187347,81.2376173364837,-57.0354704666358,-4.11917,-1.4397,14.9198,STAR,tmgaia2,20190415,,,165-005877,05245703-5702077,,J052457.01-570207.7,4769333003482191488,27252434,,tmgaia2,0.0685253,0.0885572,gaia2,2.76274,0.0306991,gaia2,265.266279232871,-34.12592900589,62.5627191786101,-79.6366203293753,17.987,0.318,16.338,0.297,,,,,,,,,,,13.777,0.026,13.096,0.03,12.92,0.032,AAA-222-111-000-0-0,,12.789,0.023,12.781,0.024,12.656,0.364,9.486,,15.8814,0.000858,0.00779263,cdwrf,cdwrf,3873.0,157.0,4.6644,0.0115,,,0.584449,0.0183481,0.575212,0.0208875,2.8813,0.16701,DWARF,0.06924333,0.01564772,358.254,3.9705,0.0215379,,80.0,0.103918046,,,0.000589809846,,,schlegel,,,,,,,,,,,,,bj2018,,,cdwrf,16.8175,0.005694,14.9281,0.003134,1,,ucac4,apassdr9,cooldwarfs_v8,1.20913037922194,1.3731858733031,81.2375847419747,-57.0354766653484,0.0279337386728859,0.0388356405849845,1,0,0.0,0.2946,0.3316,1.5707963267948966,,,,,64936282.19647114,47.54031931376069,44.0,"4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4","4,1,1,1,2,2,2,2,3,3,3,4,4,4,4,1,1,1,2,2,2,3,3,3,4,2,2,3,3,3,4,4,4,1,2,2,2,3,4,4,4,1,1,2","0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
405,qlp-s63-faintsearch,FAINT,142277868,6508.01,PC,180.7664062,-33.6653495,180.764268731,-33.6655003001,14.309,0.008,3038.9845588,3.09e-05,18.9926881,7e-07,1.506,0.001,223710.0,1028.65,"10,37,63,90,100,101",found in faint-star QLP search,5.05,0.02,1,0.21,0.01,10.231,0.309282,179.0,3003.0,157.0,0.172006,56.0,False,3,4,3,3,4,4,4,2023-06-15 21:44:31.694541+00:00,2024-08-22 15:41:09.420339+00:00,142277868,180.76640619767,-33.6653495231163,-413.185,-35.0149,14.3088,STAR,tmgaia2,20190415,,,,12030396-3339552,,,3465796341653768192,,,tmgaia2,0.128671,0.077576,gaia2,20.6046,0.0962648,gaia2,291.527970424743,28.1329648243668,195.495174331099,-30.2762536997925,,,17.18,0.2,,,,,,,,,,,12.393,0.024,11.827,0.026,11.496,0.019,AAA-222-111-000-0-0,,,,,,,,,,15.793,0.00121,0.00829543,cdwrf,cdwrf,3003.0,157.0,5.05491,0.0241514,,,0.205056,0.0061776,0.174017,0.0200756,20.1825,0.511469,DWARF,0.00308078225,0.0008352849,48.4666,0.22785,0.0,0.0,133.0,0.0154115111,,,0.00116523379,0.0,0.0,,,,,,,,,,,,0.2268,0.2289,bj2018,,,cdwrf,17.8366,0.01061,14.4353,0.004336,1,,cdwrf,,cooldwarfs_v8,2.0848433659073,1.20331355239631,180.764268731246,-33.6655003001028,0.069712785309687,0.0461563668048028,1,0,0.0,0.1933,0.5347,1.5707963267948966,74.41792614941733,57.22331091624208,307.4160159223023,,693201.3719188959,0.5074977109107146,6.0,"2,2,1,1,2,1","4,4,2,2,3,1","0,0,0,0,0,0"
406,qlp-s64-faintsearch,FAINT,22560356,6569.01,PC,184.8011543,-46.7802545,184.800928361,-46.7803050642,14.907,0.008,3059.2632175,0.0001078,5.9337178,8e-07,1.089,0.002,36149.0,681.855,"10,37,64,99,100,101",found in faint-star QLP search,4.71,0.01,1,0.53,0.02,19.9345,0.645731,385.0,3322.0,157.0,3.66917,9.0,False,3,4,3,3,4,4,4,2023-07-20 23:31:14.082356+00:00,2024-08-22 15:41:09.420339+00:00,22560356,184.801154327866,-46.7802545189129,-35.94,-11.7395,14.9074,STAR,tmgaia2,20190415,,,217-065162,12191227-4646488,,J121912.23-464648.9,6131304104125606656,,,tmgaia2,0.11112,0.0615671,gaia2,4.25877,0.072376,gaia2,297.208180347501,15.7329540225609,206.649753859069,-40.2256886955405,19.045,0.162,16.848,1.133,,,,,,,,,,,13.225,0.023,12.513,0.027,12.282,0.026,AAA-222-111-000-0-0,,12.165,0.023,12.059,0.022,11.885,0.201,9.412,,16.1898,0.001306,0.00796038,cdwrf,cdwrf,3322.0,157.0,4.70827,0.0106322,,,0.533442,0.0172076,0.530118,0.0212232,3.4923,0.198446,DWARF,0.031222498,0.007963061,233.338,3.972,0.0322114,0.000419688,424.0,0.132980809,,,0.000180979434,0.000414545,0.000424831,schlegel,,,,,,,,,,,3.906,4.038,bj2018,,,cdwrf,17.6932,0.009516,14.9799,0.003545,1,,ucac4,bpbj,cooldwarfs_v8,1.8774515808502,0.955083596544102,184.800928361079,-46.7803050642051,0.0574859666443062,0.0389252727494001,1,0,0.0,0.171,0.4514,1.5707963267948966,51298.920474534316,27663.23156976435,0.7257207261954243,,15769751.967271855,11.545148854605214,6.0,"2,2,2,3,2,2","3,3,4,4,2,4","0,0,0,0,0,0"
407,qlp-s64-faintsearch,FAINT,144077896,6578.01,PC,188.1326469,-37.073787,188.132335677,-37.0738436137,12.044,0.007,3061.0451624,0.0027174,2.7543175,9.9e-06,1.471,0.36,1368.0,175.862,"10,37,64",found in faint-star QLP search,4.7,0.01,1,0.54,0.02,2.11364,0.160383,686.0,3573.0,157.0,36.9545,10.0,False,2,4,2,2,4,4,4,2023-07-20 23:31:16.030289+00:00,2024-08-22 15:41:09.420339+00:00,144077896,188.132646930243,-37.073786994825,-57.6781,-13.1501,12.0438,STAR,tmgaia2,20190415,,,265-065712,12323183-3704255,,J123231.78-370425.7,6156764498454359296,18445386,,tmgaia2,0.0734216,0.085653,gaia2,13.2231,0.0488144,gaia2,298.749530025325,25.6443690064567,203.495266701233,-30.544055766438,15.579,0.019,14.349,0.103,,,,,,,,,,,10.617,0.023,9.984,0.023,9.784,0.021,AAA-222-111-000-0-0,,9.631,0.023,9.628,0.021,9.434,0.032,9.045,0.426,13.1599,0.000475,0.00733377,cdwrf,cdwrf,3573.0,157.0,4.70139,0.00943795,,,0.541378,0.0161102,0.537434,0.0203061,3.38706,0.174612,DWARF,0.04303561,0.0101763383,75.4617,0.2801,0.0,0.0,155.0,0.03792867,,,0.00135648879,0.0,0.0,,,,,,,,,,,,0.2791,0.2811,bj2018,,,cdwrf,14.345,0.002177,12.0828,0.001366,1,,ucac4,apassdr9,cooldwarfs_v8,1.20078884162259,1.328119698375,188.132335677238,-37.0738436137181,0.0339773945771521,0.036374248438355,1,0,0.0,0.2125,0.3984,1.5707963267948966,5.11541870478267,3.5303013394441973,42.822476216156545,,59928581.67294456,43.87414573770281,3.0,"2,2,1","3,4,1","0,0,0"
408,qlp-s65-faintsearch,FAINT,148691985,6626.01,PC,231.0251326,-39.9093036,231.025033265,-39.9093933913,14.619,0.009,3092.4103852,0.0011416,1.2864856,9.83e-05,1.328,0.077,104433.0,5061.15,"38,65,103",found in faint-star QLP search,4.79,0.01,1,0.45,0.01,14.0003,0.616245,728.0,3172.0,157.0,46.706,32.0,False,3,4,3,3,4,4,4,2023-08-15 20:53:47.187806+00:00,2024-08-22 15:41:09.420339+00:00,148691985,231.025132612488,-39.9093035592399,-17.6993,-20.8642,14.6186,STAR,tmgaia2,20190415,,,,15240603-3954334,,J152406.01-395433.6,6005795195418914816,,,tmgaia2,0.147505,0.102398,gaia2,6.29788,0.0742767,gaia2,332.193179034889,14.1339983152932,238.980080394856,-20.5745871650013,18.856,0.165,,,,,,,,,,,,,12.863,0.026,12.236,0.023,11.987,0.024,AAA-222-111-000-0-0,,11.799,0.023,11.592,0.022,11.926,0.3,8.92,,15.9835,0.001098,0.00857524,cdwrf,cdwrf,3172.0,157.0,4.78557,0.00668923,,,0.445447,0.0139207,0.44167,0.0207961,4.997,0.233347,DWARF,0.0180975385,0.004743047,158.097,1.871,0.0442478,0.000446184,863.0,0.220501617,,,0.000248121476,0.00044176,0.000450608,schlegel,,,,,,,,,,,1.849,1.893,bj2018,,,cdwrf,17.739,0.011143,14.7155,0.004925,1,,,bpbj,cooldwarfs_v8,2.43310105489048,1.58769898411063,231.025033265341,-39.9093933912552,0.0600549391294476,0.0410198681729793,1,0,0.0,0.1533,0.4776,1.5707963267948966,,,,,79260311.20481063,58.02704399035507,3.0,"1,1,1","2,2,4","0,0,0"
409,qlp-s65-faintsearch,FAINT,160442729,6629.01,PC,223.1358819,-38.8615855,223.135822422,-38.8616612722,14.225,0.007,3086.3177168,0.0033666,4.3664669,0.0014001,2.004,0.294,26747.0,2379.54,"11,38,65,102",found in faint-star QLP search,4.66,0.02,1,0.59,0.03,9.52505,0.730028,592.0,3598.0,157.0,20.3906,11.0,False,3,4,3,3,4,4,4,2023-08-15 20:53:47.539013+00:00,2024-08-22 15:41:09.420339+00:00,160442729,223.135881944652,-38.8615855439491,-10.7647,-17.5885,14.2251,STAR,tmgaia2,20190415,,,256-073690,14523260-3851416,,J145232.60-385141.8,6198401384595823488,18699782,,tmgaia2,0.31005,0.417069,gaia2,4.28852,0.269983,gaia2,327.341756860297,18.2024471817342,232.407515681804,-21.3393386238496,17.465,-0.145,16.451,0.149,,,,,,,,,,,12.791,0.024,12.186,0.025,11.932,0.023,AAA-222-111-000-0-0,,11.769,0.022,11.777,0.021,11.31,0.159,8.549,,15.3297,0.000742,0.00732809,cdwrf,cdwrf,3598.0,157.0,4.65574,0.0236278,,,0.594644,0.031047,0.583697,0.0292258,2.77598,0.297502,DWARF,0.0533892028,0.0150005464,233.304,15.1575,0.0379418,0.001802035,435.0,0.12935771,,,0.000229379642,0.00172184,0.00188223,schlegel,,,,,,,,,,,14.192,16.123,bj2018,,,cdwrf,16.4851,0.009244,14.2599,0.001132,1,,ucac4,apassdr9,cooldwarfs_v8,5.09765870522799,6.46660041761908,223.135822422169,-38.8616612722285,0.128870360831053,0.162055980516069,1,0,0.0,0.2125,0.3984,1.5707963267948966,65.9112732650022,36.9212746466583,75.48146737798456,,38065336.17812181,27.867906438165317,4.0,"1,1,1,1","2,2,1,2","0,0,0,0"
410,qlp-s65-faintsearch,FAINT,349503728,6616.01,PC,220.6638629,-79.4540917,220.664081647,-79.4540945477,14.948,0.008,3123.8716582,0.0006801,1.1235117,2.1e-06,1.039,0.081,48991.0,2636.39,"12,38,39,65,66,93,100,101",found in faint-star QLP search,4.67,0.06,1,0.58,0.07,12.5587,1.49714,796.0,3505.0,157.0,66.6916,22.0,False,3,4,3,3,4,4,4,2023-08-15 20:53:45.849559+00:00,2024-08-22 15:41:09.420339+00:00,349503728,220.66386291564,-79.4540916928072,9.29797,-0.663062,14.9482,STAR,tmgaia2,20190415,,,,14423931-7927147,,J144239.36-792714.7,5773460863680663680,,,tmgaia2,3.32634,3.32628,hsoy,,,,308.073626127641,-17.7099981339944,254.49610773489,-58.7095034237057,18.689,0.174,17.1626,0.0463,,,,,,,,,,,13.489,0.03,12.876,0.028,12.668,0.029,AAA-222-111-000-0-0,,12.453,0.024,12.33,0.022,12.017,0.223,9.113,,16.1548,0.003041,0.00805906,cdwrf,cdwrf,3505.0,157.0,4.66792,0.0555238,,,0.580323,0.0662979,0.57173,0.0579113,2.92538,0.727158,DWARF,0.04579166,0.01891713,,,,,404.0,0.564037561,,,0.000199832226,,,,,,,,,,,,,,,,,,,cdwrf,17.3653,0.005271,14.994,0.003846,0,,gaia2,bpbj,cooldwarfs_v8,67.0580672807098,51.5588428526221,220.664081646952,-79.4540945477326,0.407595984158132,0.393660292357543,1,0,0.0,0.1959,0.4178,1.5707963267948966,,,,,202269479.86382535,148.08294122938113,8.0,"3,3,3,3,3,3,4,3","1,1,2,1,2,2,2,3","0,0,0,0,0,0,0,0"
411,qlp-s65-faintsearch,FAINT,167573692,6601.01,PC,101.5690233,-62.3478005,101.568127075,-62.3474018455,14.648,0.009,3131.9426668,0.0009822,32.5444769,5.27e-05,1.661,0.119,101822.0,5388.26,"1,2,3,4,5,6,7,9,10,11,12,13,27,28,29,30,31,32,33,34,35,36,37,38,39,61,62,63,64,65,66,67,68,69,87,88,89,90,93,94,95,96,97,98",found in faint-star QLP search,4.84,0.0,1,0.38,0.01,11.9952,0.573561,167.0,3230.0,157.0,0.130568,25.0,False,3,4,3,3,4,4,4,2023-08-15 20:53:44.094289+00:00,2024-08-22 15:41:09.420339+00:00,167573692,101.569023340703,-62.3478005370596,-96.61,92.6,14.6483,STAR,tmgaia2,20190415,,,,06461658-6220521,,J064616.41-622051.0,5478748316724603136,,,tmgaia2,2.0,2.0,sblink,,,,272.300283183873,-24.4062633278911,145.148838455583,-83.4876176832778,18.846,0.166,17.39,0.2,,,,,,,,,,,13.004,0.024,12.428,0.028,12.175,0.032,AAA-222-111-000-0-0,,12.028,0.023,11.835,0.021,11.58,0.112,9.52,,16.0125,0.001417,0.00865736,cdwrf,cdwrf,3230.0,157.0,4.8408,0.00461416,,,0.384729,0.0131133,0.374143,0.021516,6.57011,0.293954,DWARF,0.01451492,0.00383554958,168.196579,,,,122.0,0.432665229,,,0.00136193889,,,,,,,,,,,,,,,,,,,cdwrf,17.6363,0.013702,14.7356,0.005053,0,,cdwrf,bpbj,cooldwarfs_v8,36.2340236792015,31.0002519642988,101.568127075214,-62.3474018455182,0.121078616113435,0.124987399407948,1,0,0.0,0.1533,0.4776,1.5707963267948966,,,,,956154.2253352663,0.7000073864424329,44.0,"4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4","3,4,4,4,1,1,1,2,2,2,3,3,3,3,4,4,4,1,1,1,2,2,2,2,3,1,2,2,2,2,3,3,3,4,1,1,2,2,3,3,3,4,4,1","0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
412,spoc-CTOIs,CTOI,418343229,6662.01,PC,84.8558383050012,74.768044827534,84.8560006772,74.7674106838,10.8861,0.00729209,1816.1861501734788,0.00022500311,0.2939493340134537,3.9489246e-06,0.5422358994593416,0.1045754,746.4231884099756,39.061657,"19,20,26,40,52,53,59,60,73,79,86",CTOI from Marco Montalto,4.89202,0.00211601,1,0.3318800032138824,0.00990532,0.9372852125202328,0.4824169,1113.5941440269942,3359.0,157.0,363.4366792636091,24.188742,False,2,4,1,1,4,4,4,2023-09-21 21:33:46.568401+00:00,2023-09-21 13:47:50.507000+00:00,418343229,84.8558383050012,74.768044827534,9.90804,-147.285,10.8861,STAR,tmgaia2,20190415,,,824-010707,05392540+7446049,,J053925.42+744603.4,502780725779792512,60510547,,tmgaia2,0.0632202,0.07322,gaia2,47.1809,0.0543172,gaia2,138.51800681912,21.5735551490478,87.8376295737003,51.3673765219192,14.953,0.095,13.349,0.065,,,,,,,,,,,9.33,0.024,8.713,0.028,8.453,0.02,AAA-221-111-000-0-0,,8.292,0.023,8.163,0.02,8.053,0.02,7.984,0.202,12.1292,0.000335,0.00729209,cdwrf,cdwrf,3359.0,157.0,4.89202,0.00211601,,,0.33188,0.00990532,0.313264,0.0202032,8.56973,0.213957,DWARF,0.01263272,0.00313304923,21.182,0.02455,0.0,0.0,83.0,0.00756861642,,,0.007911106,0.0,0.0,,,,,,,,,,,,0.0245,0.0246,bj2018,,,cdwrf,13.5945,0.00156,10.9552,0.001081,1,,cdwrf,apassdr9,cooldwarfs_v8,1.23375284690315,1.13564184084106,84.8560006771983,74.7674106838372,0.03572858029347,0.0407637408597074,1,0,0.0,0.1555,0.4459,1.5707963267948966,0.770513976015198,1.6065764029551097,30.550403894537222,,498006143.0440071,364.5938797188035,11.0,"2,2,4,4,4,4,2,2,2,4,2","1,2,3,3,4,3,1,2,1,4,1","0,0,0,0,0,0,0,0,0,0,0"
413,spoc-s01-s65-b02,SPOC,112115898,6716.01,PC,111.658664252785,-30.5524340641954,111.657081991,-30.5521800662,11.7735,0.00736612,1495.165624021174,0.0017116019,4.718569036812347,1.564659e-05,1.1450785413746674,0.49318197,1734.86739472296,259.83228,"7,34,61,87,88",low SNR; flaring host; some transits close to flares,5.01971,0.0185439,1,0.2266539931297302,0.00681658,1.0102425990362218,0.5145737,374.6080293630856,3190.0,157.0,4.654031613823164,8.033537,False,2,4,2,2,4,4,4,2023-10-05 21:59:28.567670+00:00,2023-10-05 17:49:22.052000+00:00,112115898,111.658664252785,-30.5524340641954,-316.472,58.9953,11.7735,STAR,tmgaia2,20190415,,,298-022880,07263809-3033087,,,5605438925569442432,15412287,,tmgaia2,0.074354,0.0795992,gaia2,52.9167,0.0498418,gaia2,243.987464555002,-6.57750716613876,120.849877468644,-51.6973332341554,16.362,0.061,14.8,0.2,,,,,,,,,,,10.093,0.026,9.535,0.026,9.196,0.021,AAA-222-111-000-0-0,,,,,,,,,,13.1269,0.000641,0.00736612,cdwrf,cdwrf,3190.0,157.0,5.01971,0.0185439,,,0.226654,0.00681658,0.196051,0.0200963,16.8375,0.211581,DWARF,0.004792744,0.00123913877,18.8873,0.0179,0.0,0.0,911.0,0.19484745,,,0.007460518,0.0,0.0,,,,,,,,,,,,0.0179,0.0179,bj2018,,,cdwrf,14.8531,0.002968,11.869,0.001549,1,,cdwrf,apassdr9,cooldwarfs_v8,1.19518717931002,1.23454508562337,111.657081990556,-30.5521800662155,0.0341647894667095,0.0432403344465831,1,0,0.0,0.1533,0.4776,1.5707963267948966,1.0080015727780554,1.1387553056929625,14.841672710550952,,6377236.707993111,4.668820868434382,5.0,"2,2,2,2,2","2,1,1,2,1","0,0,0,0,0"
