,Parameter Source Pipeline,Detection Pipeline(s),TIC ID,Full TOI ID,TOI Disposition,TIC Right Ascension,TIC Declination,TIC Right Ascension 2015.5,TIC Declination 2015.5,TMag Value,TMag Uncertainty,Orbital Epoch Value,Epoch Uncertainty,Orbital Period (days) Value,Orbital Period Uncertainty,Transit Duration (hours) Value,Transit Duration (hours) Uncertainty,Transit Depth Value,Transit Depth Uncertainty,Sectors,Public Comment,Surface Gravity Value,Surface Gravity Uncertainty,Planet Number,Star Radius Value,Star Radius Uncertainty,Planet Radius Value,Planet Radius Uncertainty,Planet Equilibrium Temperature (K) Value,Effective Temperature Value,Effective Temperature Uncertainty,Effective Stellar Flux Value,Signal-to-noise,Centroid Offset,Master,SG1a,SG1b,SG2,SG3,SG4,SG5,Alerted,Updated,ID,ra,dec,pmRA,pmDEC,Tmag,objType,typeSrc,version,HIP,TYC,UCAC,TWOMASS,SDSS,ALLWISE,GAIA,APASS,KIC,POSflag,e_pmRA,e_pmDEC,PMflag,plx,e_plx,PARflag,gallong,gallat,eclong,eclat,Bmag,e_Bmag,Vmag,e_Vmag,umag,e_umag,gmag,e_gmag,rmag,e_rmag,imag,e_imag,zmag,e_zmag,Jmag,e_Jmag,Hmag,e_Hmag,Kmag,e_Kmag,TWOMflag,prox,w1mag,e_w1mag,w2mag,e_w2mag,w3mag,e_w3mag,w4mag,e_w4mag,GAIAmag,e_GAIAmag,e_Tmag,TESSflag,SPFlag,Teff,e_Teff,logg,e_logg,MH,e_MH,rad,e_rad,mass,e_mass,rho,e_rho,lumclass,lum,e_lum,d,e_d,ebv,e_ebv,numcont,contratio,disposition,duplicate_id,priority,eneg_EBV,epos_EBV,EBVflag,eneg_Mass,epos_Mass,eneg_Rad,epos_Rad,eneg_rho,epos_rho,eneg_logg,epos_logg,eneg_lum,epos_lum,eneg_dist,epos_dist,distflag,eneg_Teff,epos_Teff,TeffFlag,gaiabp,e_gaiabp,gaiarp,e_gaiarp,gaiaqflag,starchareFlag,VmagFlag,BmagFlag,splists,e_RA,e_Dec,RA_orig,Dec_orig,e_RA_orig,e_Dec_orig,raddflag,wdflag,dstArcSec,qld_a,qld_b,i,M_planet [ME],K_RV [m/s],TSM,ESM,Stellar Insolation [ergs/cm^2/s],Stellar Insolation [Earth Units],Sectors_Observed,Cameras,CCDs,EdgeWarn
208,spoc-s01-s36-b0A-PC,SPOC,160328683,2496.01,PC,91.1961962098888,-32.5802404945865,91.1961546502,-32.5801965753,14.1969,0.00749623,2175.520631918841,0.0005164947,1.5746828107207325,2.6602123e-05,1.928640639068532,0.03940808,77503.5100765719,1670.3402,"6,32,33,87,98,107",deep transit but Rp < 25 Re; possibly synchronized; likely EB,4.66823,0.0111966,1,0.5799630284309387,0.0180145,22.95761456155969,13.034499,741.6362852273077,3273.0,157.0,71.49651633959142,47.27529,False,3,4,3,3,4,4,4,2021-02-19 00:37:58.775357+00:00,2021-07-13 21:33:58.280000+00:00,160328683,91.1961962098888,-32.5802404945865,-8.13362,10.2006,14.1969,STAR,tmgaia2,20190415,,,,06044708-3234488,,,2890062263458259968,,,tmgaia2,0.0896452,0.110542,gaia2,5.05636,0.056417,gaia2,238.879679923319,-23.3998504060637,91.803266258464,-56.0120342161074,16.298,0.103,,,,,,,,,,,,,12.496,0.025,11.951,0.028,11.643,0.028,AAA-222-222-ccc-0-0,,,,,,,,,,15.5144,0.000622,0.00749623,cdwrf,cdwrf,3273.0,157.0,4.66823,0.0111966,,,0.579963,0.0180145,0.571424,0.0207688,2.92926,0.166757,DWARF,0.0347759761,0.008884596,196.683,2.199,0.0151823,0.000120998,101.0,0.554946065,,,0.000359785132,0.000120112,0.000121884,schlegel,,,,,,,,,,,2.175,2.223,bj2018,,,cdwrf,17.0897,0.007008,14.2775,0.002102,1,,,bpbj,cooldwarfs_v8,1.44819054964145,1.71404130704699,91.1961546502312,-32.580196575343,0.0407538911658531,0.0468467230695773,1,0,0.0,0.171,0.4514,1.5707963267948966,60216.09027616029,48064.883061743305,1.7644924548814696,,97969521.0366492,71.72419109253536,6.0,"3,3,3,3,3,4","2,1,2,2,1,3","0,0,0,0,0,0"
209,spoc-s14-s60-b02,SPOC,261135533,6255.01,PC,331.502775604829,39.3008042973954,331.503160564,39.2988284054,10.4458,0.00730284,1738.7123743723114,0.000466235,0.2381823335775652,7.5510798e-06,0.4763535579619782,0.16656613,493.9763956693023,49.063408,"15,16,56,83",short duration; USP,4.85554,0.00118834,1,0.3690769970417022,0.0109958,0.9617385572727885,0.28935423,1256.4567155638983,3423.0,157.0,588.9943508173387,11.5334835,False,2,4,1,1,4,4,4,2023-04-06 19:33:06.904983+00:00,2023-04-06 10:07:54.078000+00:00,261135533,331.502775604829,39.3008042973954,69.1882,-458.917,10.4458,STAR,tmgaia2,20190415,,,647-106950,22060067+3918027,,,1956328333130770048,50737785,,tmgaia2,0.0670656,0.082887,gaia2,49.1918,0.0568097,gaia2,91.2533870061928,-13.1869797536494,352.727103158554,46.7179650636791,14.532,0.333,12.747,0.052,,,,,,,,,,,8.912,0.026,8.308,0.059,8.071,0.02,AAA-111-111-000-0-0,,,,,,,,,,11.6345,0.000929,0.00730284,cdwrf,cdwrf,3423.0,157.0,4.85554,0.00118834,,,0.369077,0.0109958,0.356208,0.0202346,7.08521,0.230512,DWARF,0.0168483071,0.00411691237,20.3167,0.0236,0.0,0.0,342.0,0.057394024,,,0.008493313,0.0,0.0,,,,,,,,,,,,0.0236,0.0236,bj2018,,,cdwrf,13.0227,0.002276,10.5056,0.001155,1,,cdwrf,apassdr9,cooldwarfs_v8,1.1043039761401,1.28535835550822,331.50316056423,39.298828405375,0.0335852606962306,0.0395903248603941,1,0,0.0,0.1555,0.4459,1.5707963267948966,0.8450279373802982,1.7348054940384625,33.28363034668755,,807078679.7264984,590.8681071305807,4.0,"1,1,2,2","4,3,1,2","1,0,0,0"
210,spoc-s01-s36-b0A-PC,SPOC,146776480,2605.01,PC,124.355025357476,-34.4646426549043,124.356588417,-34.4668522717,10.4767,0.00728286,2978.5937357,0.0009226,20.6006151,3.59e-05,1.4716288194600855,0.043022793,12106.670222066585,307.5715,"8,34,35,61,62,88",Gaia DR2 RV error 7.74 km/s; v-shaped; some odd-even,4.74216,0.00792815,1,0.4945749938488006,0.0147011,8.178286381142232,3.5458872,347.81120064542165,3821.0,157.0,3.458559535831872,53.09645,False,3,4,3,3,4,4,4,2021-04-12 18:45:51.470836+00:00,2023-04-12 17:04:27.055000+00:00,146776480,124.355025357476,-34.4646426549043,299.312,-513.199,10.4767,STAR,tmgaia2,20190415,,,278-033823,08172517-3427522,,,5546354572312740352,15650312,,tmgaia2,0.077689,0.074298,gaia2,27.5306,0.046879,gaia2,252.831039664405,0.620850490516963,139.357292366174,-52.1806801000545,13.58,0.052,12.163,0.07,,,,,,,,,,,9.259,0.026,8.67,0.034,8.476,0.021,AAA-212-111-000-0-0,,,,,,,,,,11.4516,0.000803,0.00728286,cdwrf,cdwrf,3821.0,157.0,4.74216,0.00792815,,,0.494575,0.0147011,0.492668,0.0202922,4.07247,0.195601,DWARF,0.0469750427,0.0105613805,36.2852,0.0622,0.0,0.0,1277.0,0.12408679,,,0.00567519432,0.0,0.0,,,,,,,,,,,,0.0621,0.0623,bj2018,,,cdwrf,12.4363,0.001659,10.4918,0.001004,1,,cdwrf,apassdr9,cooldwarfs_v8,1.26122917510436,1.15225708354998,124.35658841709,-34.4668522716743,0.0336033081779157,0.038341432290691,1,0,0.0,0.2581,0.3609,1.5707963267948966,50.88120753779898,19.027415124559102,270.3147994260527,,4739131.9958131695,3.4695526249770676,6.0,"2,2,2,2,2,2","1,2,1,2,1,2","0,0,0,0,0,0"
211,spoc-s01-s65-b0A-PC,SPOC,176772671,2603.01,PC,142.566678758766,-18.8430663544658,142.566678759,-18.8430663545,13.8995,0.0079395,2255.8217237368467,0.0002676058,1.3326579267147995,1.8202712e-06,1.5960594832427546,0.046687964,37285.60907754623,893.5374,"8,35,62,89,99",possibly synchronized,4.65587,0.0152716,1,0.5944910049438477,0.0222335,11.596832490388222,0.51141644,953.9400227852404,3947.0,157.0,195.70651442620724,46.25219,False,3,4,3,3,4,4,4,2021-04-12 18:45:51.189131+00:00,2025-07-09 21:30:07.600000+00:00,176772671,142.566678758766,-18.8430663544658,,,13.8995,STAR,tmgaia2,20190415,,,356-056711,09301604-1850353,,J093016.00-185035.0,5678383069566263552,8409394,,tmgaia2,,,,,,,250.652319823304,23.0066085367274,152.015636581345,-31.6784477181248,16.629,0.464,15.529,0.297,,,,,,,,,,,12.701,0.037,12.06,0.042,11.869,0.035,AAA-222-111-000-0-0,,11.737,0.03,11.682,0.03,12.009,0.365,8.671,,14.8357,0.001568,0.0079395,cdwrf,cdwrf,3947.0,157.0,4.65587,0.0152716,,,0.594491,0.0222335,0.583571,0.0231377,2.77752,0.202037,DWARF,0.07727763,0.0181673169,,,,,95.0,0.100458592,,,0.00033658545,,,,,,,,,,,,,,,,,,,cdwrf,15.7203,0.007507,13.9028,0.003519,0,,ucac4,apassdr9,cooldwarfs_v8,0.119178628604775,0.122452419467943,142.566678758766,-18.8430663544658,0.119178628604775,0.122452419467943,1,0,0.0,0.2946,0.3316,1.5707963267948966,,,,,268168551.05966005,196.32812529537748,5.0,"2,2,2,2,1","3,4,4,4,2","0,0,0,0,0"
212,spoc-s01-s39-b0A-PC,SPOC,135036669,2640.01,PC,150.273362640638,-52.435827579795,150.273202384,-52.4357958416,15.709,0.00812288,2307.4010200628254,0.004426174,0.9112206017235528,8.025334e-05,2.0030820048375815,0.20044203,71047.56396512937,4714.7026,"9,10,36,37,90,99",,4.95462,0.00770906,1,0.2749069929122925,0.0089431,7.39318026256105,0.5033327,645.1250281076236,2999.0,157.0,40.93516692897522,12.526064,False,3,4,3,3,4,4,4,2021-04-29 22:53:08.506948+00:00,2022-03-22 19:02:00.069000+00:00,135036669,150.273362640638,-52.435827579795,-22.6917,7.37147,15.709,STAR,tmgaia2,20190415,,,,10010561-5226090,,J100105.58-522608.8,5404579488593432576,,,tmgaia2,0.149759,0.146774,gaia2,7.58078,0.0892684,gaia2,278.548110145181,2.17983063348311,184.099997661344,-57.9419064742566,20.471,0.162,,,,,,,,,,,,,13.765,0.023,13.225,0.029,12.915,0.029,AAA-222-111-000-0-0,,12.743,0.025,12.541,0.024,12.203,,9.376,,17.2028,0.001264,0.00812288,cdwrf,cdwrf,2999.0,157.0,4.95462,0.00770906,,,0.274907,0.0089431,0.24827,0.0205189,11.95,0.176447,DWARF,0.005507724,0.00152196223,131.444,1.554,0.0294674,0.0003414545,1875.0,1.95427787,,,0.000301085121,0.000337579,0.00034533,schlegel,,,,,,,,,,,1.536,1.572,bj2018,,,cdwrf,19.2486,0.029385,15.8357,0.003309,1,,,bpbj,cooldwarfs_v8,2.58846426119175,2.27614626920463,150.273202384037,-52.4357958416295,0.0720254778860578,0.0723221183675997,1,0,0.0,0.1693,0.5023,1.5707963267948966,42.868809043606994,71.58182417045757,178.64284737904717,,56091804.56860801,41.06521361984593,6.0,"3,3,3,3,3,3","1,2,1,2,2,2","0,0,0,0,0,0"
213,qlp-s38-tois,FAINT,302527524,2952.01,PC,134.1936573,-68.5106783,134.192663819,-68.510453238,12.636,0.007,2351.6677041,0.0008614,10.7844934,1.74e-05,2.021,0.071,13750.0,7.60785,"9,10,11,36,37,38,63,64,65,89,90",found in faint-star QLP search,4.73,0.01,1,0.51,0.02,6.26037,0.241956,374.0,3558.0,157.0,3.24982,21.0,False,3,4,3,3,4,4,4,2021-06-04 01:29:32.949822+00:00,2024-08-22 15:41:09.420339+00:00,302527524,134.193657316024,-68.5106782963726,-84.5293,52.2723,12.6359,STAR,tmgaia2,20190415,,,108-020700,08564647-6830385,,J085646.31-683037.8,5223714464361866496,33149640,,tmgaia2,0.0625648,0.0486049,gaia2,11.2458,0.0288146,gaia2,284.052750585557,-14.7583500299571,206.827561445286,-73.3716844871327,16.259,0.05,14.746,0.16,,,,,,,,,,,11.204,0.023,10.585,0.023,10.326,0.021,AAA-222-111-000-0-0,,10.207,0.023,10.17,0.02,10.028,0.033,9.228,,13.7587,0.000497,0.0073945,cdwrf,cdwrf,3558.0,157.0,4.72922,0.00844835,,,0.50936,0.0151473,0.50723,0.0202988,3.83822,0.189015,DWARF,0.0374600329,0.008884568,88.6944,0.2284,0.0,0.0,353.0,0.0462824032,,,0.0024085308,0.0,0.0,,,,,,,,,,,,0.2278,0.229,bj2018,,,cdwrf,14.9623,0.002442,12.6764,0.001705,1,,ucac4,apassdr9,cooldwarfs_v8,1.17356948303394,0.753843638606531,134.192663818989,-68.5104532380151,0.026418566001782,0.0265501304918092,1,0,0.0,0.2125,0.3984,1.5707963267948966,32.32270085089828,14.709224891945722,85.73488954551502,,8784963.9561465,6.431535306740719,11.0,"3,3,3,3,3,3,3,3,3,3,3","4,4,3,4,4,3,4,3,3,4,4","0,0,0,0,0,0,0,0,0,0,0"
214,qlp-s38-tois,FAINT,243641947,3235.01,PC,207.4749061,-46.0662383,207.473848806,-46.0665139478,13.249,0.008,2355.5540214,0.0002062,2.5926199,1.2e-06,1.269,0.034,78210.0,17.8007,"11,38,64,101,102",V-shaped; found in faint-star QLP search,4.85,0.0,1,0.37,0.01,11.0137,0.376723,537.0,3375.0,157.0,13.8883,143.0,False,3,4,3,3,4,4,4,2021-06-04 13:54:29.610756+00:00,2024-08-22 15:41:09.420339+00:00,243641947,207.474906078678,-46.0662382874778,-170.376,-64.0232,13.2486,STAR,tmgaia2,20190415,,,220-076244,13495398-4603583,,J134953.80-460359.1,6107144260251920000,,,tmgaia2,0.142401,0.127189,gaia2,13.7066,0.0993668,gaia2,313.405427560969,15.6132421174078,223.302963995148,-32.2346422971401,16.887,0.173,15.16,0.2,,,,,,,,,,,11.706,0.025,11.099,0.024,10.819,0.021,AAA-222-111-000-0-0,,10.694,0.023,10.548,0.021,10.458,0.064,9.02,,14.4858,0.000684,0.00779286,cdwrf,cdwrf,3375.0,157.0,4.85254,0.00176059,,,0.37223,0.0113145,0.359832,0.0204014,6.97695,0.240418,DWARF,0.0161961783,0.004020405,72.811,0.5308,0.0,0.0,468.0,0.0629027858,,,0.00116480922,0.0,0.0,,,,,,,,,,,,0.527,0.5346,bj2018,,,cdwrf,15.9209,0.002293,13.3138,0.003161,1,,cdwrf,bpbj,cooldwarfs_v8,2.4000586015889,1.97241172331193,207.473848806354,-46.0665139477985,0.0885894053378113,0.0622393186666365,1,0,0.0,0.1555,0.4459,1.5707963267948966,84.33982004398848,77.6018153621499,367.13417234155054,,31944960.324787326,23.387135249149445,5.0,"2,2,2,2,1","4,4,3,3,1","0,0,0,0,0"
215,spoc-s01-s39-b0A-PC,SPOC,165827520,3494.01,PC,204.393081985536,-37.1833864602047,204.391966077,-37.1834582576,12.295,0.0074422,2310.0206279868407,0.0020447692,7.748611961792735,2.2258037e-05,1.3743368591708118,0.34596077,5124.9808086499315,450.5409,"11,37,64,102",potential L1 candidate,4.91717,0.00480017,1,0.3078210055828094,0.00918622,2.2168827605838533,0.79533786,351.9088620538758,3230.0,157.0,3.624447527148848,10.69108,False,2,4,2,2,4,4,4,2021-06-21 18:48:11.559919+00:00,2022-03-21 19:12:22.959000+00:00,165827520,204.393081985536,-37.1833864602047,-206.489,-16.6743,12.295,STAR,tmgaia2,20190415,,,265-070872,13373434-3711001,,J133734.15-371100.2,6163541785049288960,18542682,,tmgaia2,0.127327,0.153605,gaia2,29.6297,0.0732069,gaia2,313.036898398564,24.7814685230096,216.773640535678,-25.0629903748706,16.705,0.033,15.038,0.068,,,,,,,,,,,10.547,0.023,9.998,0.022,9.664,0.019,AAA-222-111-000-0-0,,9.539,0.023,9.367,0.019,9.19,0.031,9.093,0.438,13.6477,0.00089,0.0074422,cdwrf,cdwrf,3230.0,157.0,4.91717,0.00480017,,,0.307821,0.00918622,0.285561,0.0201715,9.79048,0.183846,DWARF,0.00929183047,0.002374918,33.7173,0.08385,0.0,0.0,196.0,0.363938421,,,0.00250521465,0.0,0.0,,,,,,,,,,,,0.0836,0.0841,bj2018,,,cdwrf,15.285,0.002087,12.3837,0.001935,1,,cdwrf,apassdr9,cooldwarfs_v8,2.08322621968862,2.38163828737603,204.391966077325,-37.1834582575627,0.0643830131635173,0.0601935369387396,1,0,0.0,0.1533,0.4776,1.5707963267948966,5.546836637471069,4.133552817214273,78.0998422942114,,4966436.888043942,3.6359641716919815,4.0,"1,1,1,1","1,2,2,4","0,0,0,0"
216,qlp-s16-faintsearch,FAINT,305478010,3580.01,PC,330.2705705,38.5299174,330.271302079,38.5302836331,13.297,0.007,1762.2312662,0.0016564,3.121339,0.0001901,4.331,0.173,26300.0,6.56512,"15,16,56,83",found in faint-star QLP search,4.69,0.01,1,0.56,0.02,9.21314,0.317389,1091.0,3858.0,157.0,235.634,38.0,False,3,4,3,3,4,4,4,2021-06-23 15:13:16.116905+00:00,2024-08-22 15:41:09.420339+00:00,305478010,330.270570548146,38.5299173511863,132.913,85.0714,13.2966,STAR,tmgaia2,20190415,,,643-116198,22010493+3831478,,J220105.05+383148.7,1956013872806116864,,,tmgaia2,0.0260824,0.038199,gaia2,6.49796,0.0242996,gaia2,89.9900373491689,-13.2108784165915,350.954888213053,46.5382371446605,,,15.31,0.2,,,,,,,,,,,12.055,0.029,11.425,0.032,11.239,0.024,AAA-222-111-000-0-0,,11.085,0.023,11.043,0.02,10.949,0.113,8.478,,14.2809,0.000247,0.00749864,cdwrf,cdwrf,3858.0,157.0,4.68908,0.0099439,,,0.55564,0.0166492,0.5503,0.0203789,3.20789,0.169791,DWARF,0.0616212636,0.0137858009,153.214,0.5745,0.0472203,,306.0,0.1830686,,,0.00071233575,,,schlegel,,,,,,,,,,,,,bj2018,,,cdwrf,15.2121,0.002074,13.307,0.002175,1,,cdwrf,,cooldwarfs_v8,0.428472732031912,0.592381427262571,330.271302079151,38.5302836330779,0.013534842271324,0.0187536723174585,1,0,0.0,0.2946,0.3316,1.5707963267948966,62.28884911186816,40.58656853511335,136.00923252709953,,71490959.65289086,52.33904583053433,4.0,"1,1,2,2","4,3,2,2","0,0,0,0"
217,spoc-s59-b0A,FAINT,155867025,3714.01,CP,69.5522317,39.4583081,69.5523415269,39.4580034536,13.175,0.007,2911.469819534563,0.0004218115,2.1547472219597963,6.124756e-05,1.658223809127627,0.028715586,49552.18234373599,571.32574,"19,59,86",found in faint-star QLP search; TOI-3714 b,4.73,0.01,1,0.508430004119873,0.0150691,11.610248607621532,0.36717308,689.879948423049,3538.0,157.0,53.5321998503549,96.48067,False,5,5,5,5,5,5,5,2021-06-23 15:18:25.523612+00:00,2024-09-09 16:40:24.508000+00:00,155867025,69.5522316712154,39.4583081331671,19.6997,-70.7643,13.1751,STAR,tmgaia2,20190415,,,648-020874,04381253+3927299,,J043812.55+392729.1,178924390478792320,50832148,,tmgaia2,0.0865252,0.0486355,gaia2,8.84375,0.0455174,gaia2,163.304078958717,-5.02253356593018,73.6011492760073,17.1759919955697,16.856,-0.128,15.7,0.2,,,,,,,,,,,11.736,0.02,11.057,0.015,10.852,0.017,AAA-222-111-000-0-0,,10.722,0.023,10.681,0.019,10.478,0.097,9.026,,14.3107,0.000499,0.00749483,cdwrf,cdwrf,3538.0,157.0,4.73003,0.00836148,,,0.50843,0.0150691,0.506325,0.0202631,3.85244,0.188558,DWARF,0.03649122,0.008684354,112.71,0.5825,0.0197008,0.01426735,294.0,0.06307215,,,0.0006744654,0.0111281,0.0174066,panstarrs,,,,,,,,,,,0.579,0.586,bj2018,,,cdwrf,15.5352,0.003462,13.2178,0.002149,1,,cdwrf,apassdr9,cooldwarfs_v8,1.42535032654432,0.754485947526916,69.5523415268773,39.4580034535913,0.0404863697239277,0.0309652319630626,1,0,0.0,0.1959,0.4178,1.5707963267948966,,,,,73352533.62216948,53.701917524634794,3.0,"1,1,1","3,3,4","0,0,0"
218,qlp-s47-tois,FAINT,458419328,3785.01,PC,130.9006338,63.0781501,130.900225782,63.0780767641,12.496,0.007,2604.7727496,0.0011793,4.6747218,1.12e-05,1.61,0.15,8200.0,7.52428,"20,47,74",found in faint-star QLP search,4.74,0.01,1,0.5,0.01,4.73219,0.206202,513.0,3502.0,157.0,11.5347,20.0,False,3,4,3,3,4,4,4,2021-06-23 15:20:12.284407+00:00,2024-08-22 15:41:09.420339+00:00,458419328,130.900633754826,63.078150097912,-42.9027,-17.0325,12.4963,STAR,tmgaia2,20190415,,,766-041866,08433613+6304413,1237663918418821141,J084336.08+630441.1,1044013542142711296,59229225,,tmgaia2,0.0395847,0.0486516,gaia2,12.5083,0.0348909,gaia2,152.778154003518,36.5841140016257,113.910476481409,42.9938223862764,16.185,0.105,14.595,0.101,17.9187,0.0127787,15.4753,0.00363696,14.0744,0.00308326,13.2233,0.000590967,12.4056,0.00364687,11.051,0.026,10.387,0.029,10.165,0.022,AAA-222-111-000-0-0,,10.034,0.023,9.966,0.019,9.86,0.045,8.696,,13.6559,0.00036,0.00730846,cdwrf,cdwrf,3502.0,157.0,4.73913,0.00811489,,,0.498029,0.0148603,0.496104,0.0203333,4.01614,0.195086,DWARF,0.03361,0.008074562,79.7634,0.22365,0.0,0.0,42.0,0.05831859,,,0.00139642484,0.0,0.0,,,,,,,,,,,,0.223,0.2243,bj2018,,,cdwrf,14.9199,0.0029,12.5439,0.001188,1,,cdwrf,apassdr9,cooldwarfs_v8,0.720204585822792,0.754547946186753,130.900225781649,63.0780767641229,0.0207960634140093,0.0260018217555477,1,0,0.0,0.1959,0.4178,1.5707963267948966,20.09840460429413,12.265347535973387,86.2731584530988,,24384871.629706122,17.852339932148002,3.0,"2,2,1","1,1,3","0,0,0"
219,qlp-s49-tois,FAINT,86263325,3884.01,PC,181.5726544,12.5069127,181.571834053,12.5070257608,12.911,0.007,2656.4998239,0.0007065,4.5445569,7.2e-06,1.462,0.06,30740.0,10.5317,"22,46,49",found in faint-star QLP search; possible in transit ramp,4.92,0.01,1,0.3,0.01,5.7177,0.201745,429.0,3192.0,157.0,5.65747,36.0,False,3,4,3,3,4,4,4,2021-06-23 15:22:05.829430+00:00,2024-08-22 15:41:09.420339+00:00,86263325,181.572654395924,12.5069127343743,-186.01,26.251,12.9113,STAR,tmgaia2,20190415,,,513-054127,12061746+1230249,,J120617.30+123025.1,3919169687804622336,41776789,,tmgaia2,0.15048,0.1079,gaia2,23.1494,0.0898005,gaia2,264.846958134477,71.9545406122571,176.390608365899,12.0839938022432,17.462,0.234,15.744,0.008,,,,,,,,,,,11.127,0.021,10.552,0.02,10.24,0.017,AAA-222-111-000-0-0,,10.157,0.023,9.986,0.021,9.762,0.048,9.001,,14.2747,0.000755,0.00742824,cdwrf,cdwrf,3192.0,157.0,4.92226,0.00541865,,,0.303138,0.00902712,0.2802,0.0201542,10.0588,0.173915,DWARF,0.008594627,0.002215827,43.1448,0.1684,0.0,0.0,37.0,0.000328486785,,,0.00175195211,0.0,0.0,,,,,,,,,,,,0.1678,0.169,bj2018,,,cdwrf,15.9865,0.005613,13.0059,0.001827,1,,cdwrf,apassdr9,cooldwarfs_v8,2.34736141556028,1.67320179183681,181.571834052691,12.5070257607557,0.0671099797547189,0.0501521056977747,1,0,0.0,0.1533,0.4776,1.5707963267948966,27.710915496654483,24.98390315034499,227.12813864167094,,9476201.78650305,6.937595494748948,3.0,"1,3,1","4,4,4","1,0,0"
220,qlp-s51-tois,FAINT,20182780,3984.01,PC,226.3374099,36.7867909,226.337146833,36.7869746645,13.461,0.007,2715.0224905,0.0011495,4.3533211,8.6e-06,1.894,0.137,21740.0,10.4724,"23,24,50,51,77,78",found in faint-star QLP search,4.77,0.01,1,0.46,0.01,7.17236,0.270225,548.0,3422.0,157.0,14.9972,35.0,False,3,4,3,3,4,4,4,2021-06-23 15:24:20.855221+00:00,2024-08-22 15:41:09.420339+00:00,20182780,226.337409914791,36.7867908811444,-48.9355,42.6851,13.4609,STAR,tmgaia2,20190415,,,634-049475,15052097+3647124,1237661850946502741,J150520.93+364712.9,1291955578869575552,50379766,,tmgaia2,0.0505604,0.0545894,gaia2,9.15538,0.0360399,gaia2,60.267240893416,60.1782075125895,207.947790733827,51.2497335381483,17.14,0.09,15.694,0.117,19.1895,0.0248635,16.5597,0.00389315,15.1645,0.0035417,13.9346,0.0034051,13.2853,0.00379066,11.934,0.019,11.319,0.016,11.052,0.02,AAA-222-111-000-0-0,,10.935,0.023,10.851,0.02,10.689,0.061,9.325,,14.6718,0.000438,0.0073332,cdwrf,cdwrf,3422.0,157.0,4.76858,0.00678428,,,0.464571,0.0138427,0.461976,0.0203091,4.60748,0.209452,DWARF,0.0266636088,0.006516969,108.883,0.4305,0.0127036,0.00472483,37.0,0.00336473086,,,0.0008906987,0.0037376,0.00571206,panstarrs,,,,,,,,,,,0.428,0.433,bj2018,,,cdwrf,16.0374,0.002144,13.5191,0.001363,1,,cdwrf,apassdr9,cooldwarfs_v8,0.826252640209665,0.846550893074859,226.337146832569,36.7869746645039,0.0248521804845817,0.0265102197529769,1,0,0.0,0.1555,0.4459,1.5707963267948966,40.71766060558328,26.683839767927108,110.96663754191273,,22307615.827836677,16.331566016905253,6.0,"2,1,2,2,1,1","1,2,1,2,1,2","0,0,0,0,0,0"
221,qlp-s26-faintsearch,FAINT,141616639,4126.01,PC,108.8179557,81.2214457,108.818020802,81.2209826204,12.345,0.006,2032.6806488,0.0069174,3.2428744,0.0001546,2.417,0.494,1470.0,6.59101,"19,20,26,47,53,59,60,73,74,79",found in faint-star QLP search,4.72,0.11,1,0.58,0.06,2.3171,0.28819,909.0,4016.0,126.2,113.659,9.0,False,2,4,2,2,4,4,4,2021-06-23 15:28:26.699218+00:00,2024-08-22 15:41:09.420339+00:00,141616639,108.817955735709,81.2214456570604,2.30635,-107.544,12.3454,STAR,tmgaia2,20190415,,,857-005853,07151632+8113173,,J071516.31+811316.0,1142565552479008640,60967768,,tmgaia2,0.0236941,0.0294406,gaia2,9.28808,0.0158252,gaia2,132.802857302938,27.6935291397809,95.3501965361609,58.1325928112909,15.106,0.112,13.485,0.114,,,,,,,,,,,11.14,0.021,10.502,0.019,10.32,0.019,AAA-222-111-000-0-0,,10.241,0.023,10.233,0.02,10.083,0.05,9.226,0.393,13.1791,0.0003,0.0061,rered,gaia2,4016.0,126.164,4.71634,0.114989,,,0.57523,0.0590954,0.628,0.0795975,3.29941,1.16962,DWARF,0.07754471,0.006306415,107.33,0.1835,0.00859367,0.003860105,80.0,0.0251264423,,,0.00150263135,0.00305201,0.0046682,panstarrs,0.0826462,0.0765487,0.0630251,0.0551658,1.03536,1.30388,0.140928,0.08905,0.00605004,0.00656279,0.183,0.184,bj2018,117.279,135.049,dered,14.0331,0.002042,12.2824,0.001175,1,,ucac4,apassdr9,,0.483920326351703,0.456543531296734,108.818020801772,81.2209826204029,0.0118730035957718,0.0139844889217392,1,0,0.0,0.339,0.2994,1.5707963267948966,5.979246814642392,3.522481263374317,35.924102912045406,,78291406.22034551,57.317701681431366,10.0,"3,3,4,3,4,3,3,3,2,4","2,1,4,1,4,2,1,2,3,4","0,0,0,0,0,0,0,0,0,0"
